Category,Fact
kosmos,RAHVUSVAHELISE KOSMOSEJAAMA ASTRONAUDID NÄEVAD PÄEVAS KESKMISELT 15 PÄIKESELOOJANGUT JA PÄIKESETÕUSU
kosmos,1962. AASTAL ÕHKAS USA KOSMOSES VESINIKPOMMI MIS OLI 100 KORDA VÕIMSAM KUI HIROSHIMA ÕHATUD POMM
kosmos,ÜKS SKAFANDER MAKSAB LIGI 12 000 000 DOLLARIT
kuulsused,KUULUS VENE POEET A. PUŠKIN PIDAS OMA ELUAJAL 29 DUELLI VIIMASE NEIST PIDAS TA OMA NAISE PÄRAST JA SAI SELLES SURMAVALT HAAVATA
kuulsused,USSIMÜRKI EI OLE VÕIMALIK HAAVAST VÄLJA IMEDA. SELLE ÜRITAMINE VÕID KAHJU AINULT SUURENDADA
kuulsused,AEVASTUST TAGASI HOIDES VÕIB PEAS VÕI KAELAS VERESOON LÕHKEDA NING SELLE TULEMUSEL INIMENE ISEGI SURRA
kuulsused,BIITLITELE PAKKUS KANEPIT ESIMEST KORDA BOB DYLAN
kuulsused,ADAM SANDLER TEGI OMA DEBÜÜDI NÄITLEJANA BILL GOSBY SHOWS
kuulsused,BRAD BITT VIGASTAS OMA ACHILLEUSE KÕÕLUST TROOJA FILMI FILMIDES SAMUTI NAGU ACHILLEUS MÜÜDIS
kuulsused,MAAILMAKUULUS RÄPPAR TUPAC „KÄIS“ MADONNAGA AASTA ENNE OMA SURMA
kuulsused,"BILL MURRAY, JOHN TRAVOLTA JA CHEVY CHASE ÜTLESID KÕIK FORREST GUMPI ROLLI ÜLES"
kuulsused,MONA LISAL EI OLE KULMUSID
kuulsused,KÕIK KUNINGANNA ANNE 17 LAST SURID ENNE TEDA
kuulsused,"MILA KUNIS OLI 14. AASTANE KUI TA MÄNGIS ESIMESES 70. SHOW OSAS, SEST TA VALETAS PRODUTSENTIDELE, ET TA ON 18. AASTAT VANA"
kuulsused,WILL SMITH’I TÄISNIMI ON WILLARD SMITH
kuulsused,SEGWAY LOOJA SURI ÕNNETUSES SEGWAY’GA SÕITES
kuulsused,J.K. ROWLING OLI ESIMENE KIRJANIK KES SAI RAAMATUTE KIRJUTAMISEGA MILJARDÄRIKS
kuulsused,NICOLAS CAGE OLI SEE KES INNUSTAS JOHNNY DEPPI NÄITLEMISEGA TEGELEMA HAKKAMA
kuulsused,USA PRESIDENT JIMMY CARTER UNUSTAS ÜKSKORD TUUMA LÕHKEPEADE STARDIKOODID OMA PINTSAKUTASKUSSE KUI SEE LÄKS KEEMILISSE PUHASTUSSE
kuulsused,"KUNINGAS LOUIS XIV KARTIS RELVASID NIIVÄGA, ET KEELUSTAS SÖÖGILAUAL NUGADE KASUTAMISE"
kuulsused,"POKEMONIDE LOOJA SATOSHI TAJIRI ON OMA FRANTSIISI PEALT 5,1 MILJARDIT TEENINUD"
kuulsused,JASON STATHAM OLI BRITI SUKELDUMISE OLÜMPIA MEESKONNAS JA LÕPETAS 12. KOHAL 1992. AASTAL
kuulsused,"NUTORIUS B.I.G, JAY-Z, DMX JA BUSTA RHYMES KÄISID KÕIK SAMAS KOOLIS, SAMAL AJAL"
kuulsused,"JACK DANIEL, SAMANIMELISE VISKI LOOJA VIIMASED SÕNAD OLID: „ÜKS VIIMANE DRINK, PALUN“"
kuulsused,"EMA THERESA USKUS, ET KANNATAMINE TOOB INIMESED JUMALALE LÄHEMALE JA SEEGA EI ANDNUD OMA PATSIENTIDELE VALUVAIGISTEID"
kuulsused,"JAMES EARL JONES, NÄITLEJA KES ANDIS DARTH VADERILE HÄÄLE OLI NII VEENDUNUD, ET FILMI SAADAB LÄBIKUKKUMINE, ET TA KEELDUS LUBAMAST OMA NIME ESIMESE FILMI LÕPUTIITRITESSE"
kuulsused,KUNINGAS LOUIS XIX ON KÕIGE VÄHEM VÕIMUL OLNUD KUNINGAS – TEMA VÕIM KESTIS 20 MINUTIT
kuulsused,KUI ELVIS PRESLEY OLI 11. AASTANE TAHTIS TA SAADA OMALE JAHIPÜSSI AGA SAI HOOPIS OMA ESIMESE KITARRI
kuulsused,KUI JOHN F. KENNEDY OLI SOLOMONI SAARTEL MEREHÄDAS KIRJUTAS TA KOOKOSPÄHKLI SISSE KIRJA ABIPALVEGA JA VISKAS SELLE VETTE. PÄÄSTETUNA SAI TA SAMA KOOKOSPÄHKLI TAGASI JA KASUTAS SEDA PABERIHOIDJANA OMA KONTORILAUAL
kuulsused,"TEISE MAAILMASÕJA AJAL, KUI HITLER KÜLASTAS PARIISI, LÕIKASID PRANTSLASED LIFIKAABLID LÄBI, ET HITLER PEAKS TIPPU KÕNDIMA"
kuulsused,BILL GATES ON SIIANI ANNETANUD 28 000 000 000 DOLLARIT
kuulsused,BILL GATES MAKSAB AINULT OMA MAJA PEALT IGA AASTA 1 000 000 DOLLARIT MAKSE
kuulsused,BILL GATES ON LÄBI OMA ANNETUSTE PÄÄSTNUD ARVESTUSLIKULT 6 000 000 ELU
kuulsused,"2004. AASTAL ENNUSTAS BILL GATES, ET SPAMM E-MAILIDE PROBLEEM KAOB KAHE AASTAGA."
kuulsused,BILL GATES UNISTAS SAADA MILJONÄRIKS OMA 30. ELUAASTAKS. SEE ÕNNESTUS TAL AGA ALLES 31. ELUAASTAKS
kuulsused,BILL GATESI LAPSED PÄRIVAD AINULT 10 000 000 TEMA 72 000 000 000 KOGUVÄÄRTUSEST
kuulsused,"KUI BILL GATES OLEKS RIIK, SIIS TA OLEKS 63. MAAILMA RIKKAIM RIIK"
kuulsused,"A.LINCOLNIL, WALT DISNEYL, BILL GATESIL, MARK ZUCKERBERGIL, HENRY FORDIL, THOMAS EDISONIL JA STEVE JOBSIL EI OLNUD KÕRGHARIDUST"
kuulsused,"FIDO, A.LINCOLNI KOER HUKKUS SAMUTI ATENTAADI TULEMUSENA"
kuulsused,"LINCOLN OLI ESIMENE RIIGIJUHT USA’S KES ARVAS, ET NAISED PEAKSID TOHTIMA HÄÄLETADA"
kuulsused,LINCOLNI ATENTAADI AUTOR OLI KUULUS NÄITLEJA KELLE FÄNN OLI KA LINCOLN ISE
kuulsused,"A.LINCOLN KANNATAS DEPRESSIOONI ALL JA KARTIS ENDAGA KANDA TERARIISTU HIRMUST, ET TA VÕIB ENNAST VIGASTADA"
kuulsused,LAPSENA TAHTIS HITLER PREESTRIKS HAKATA
kuulsused,HITLER OLI NOBELI PREEMIA NOMINENT 1939. AASTAL
kuulsused,HITLER PÄÄSTIS ISIKLIKULT ÜHE AUSTRIA JUUDI KES RAVIS TASUTA TEMA PEREKONDA KUI NEIL OLID MAJANDUSLIKUD RASKUSED
kuulsused,HITLER OLI TAIMETOITLANE JA KIRJUTAS SEADUSEID LOOMADE VÄÄRKOHTLEMISE VASTU VÕITLEMISEKS
kuulsused,HITLERIL OLI LAUAL HENRY FORDI PORTREE „INSPIRATSIOONIKS“
kuulsused,HITLERIL OLI AINULT ÜKS MUNAND
kuulsused,HITLER KANNATAS KROONILISE KÕHUPUHITUSE ALL JA VÕTTIS 28 ERINEVAT ROHTU SELLEGA VÕITLEMISEKS
kuulsused,HITLERI PEREKONNANIMI OLEKS OLNUD SCHICKLGRUBER KUI TA ISA EI OLEKS OMA PEREKONNANIME 1877. AASTAL VAHETANUD
kuulsused,HITLERI ESIMENE ARMASTUS OLI JUUDITAR KELLEGA TA EI RÄÄKINUD SÕNAKESTKI KUNA OLI LIIALT HÄBELIK
kuulsused,HITLER EI KÜLASTANUD ÜHTEGI KOONDUSLAAGRIT
kuulsused,HITLER UNISTAS SAADA KUNSTNIKUKS KANDIDEERIDES KAHEL KORRAL VIINI KUNSTIAKADEEMIASSE. KUMMALGI KORRAL EI VÕETUD TEDA VASTU
kuulsused,BILL GATES VAHISTATI 1975. AASTAL JUHILOATA SÕITMISE EEST
kuulsused,JOHNNY DEPP KAOTAS OMA SÜÜTUSE 13-AASTASELT (MIS TÄNAPÄEVAL EI OLE ENAM MIDAGI IMELIKKU)
kuulsused,"TIGER WOODSI AFÄÄRID LÄKSID AKTSIONÄRIDELE MAKSMA 5-12,000,000,000 DOLLARIT ÄRA JÄÄNUD VÕI LÕPETATUD SPONSORLEPINGUTE TÕTTU"
kuulsused,"EMINEMI EMA KAEBAS OMA POJA KOHTUSSE NÕUDES TALT KÜMME MILJONIT DOLLARIT. TA SAI AGA $1,600"
kuulsused,"ÜKS KORD KUI TA HILJAKS JÄI ESINEMISELE, OSTIS LADY GAGA JÄRJEKORRAS SEISNUD INIMESTELE $1,000 EEST PITSAT"
kuulsused,BOB MARLEY VIIMASED SÕNAD OLID: “MONEY CAN’T BUY LIFE”
kuulsused,ÜKS ESIMESI INIMESI KES KASUTAS SÕNA “DILDO” OLI WILLIAM SHAKESPEARE
kuulsused,ADOLF HITLER OLI OMA ELU JOOKSUL KOOS 3 NAISEGA. KÕIK KOLM ÜRITASID ENESETAPPU JA KAHEL NEIST SEE ÕNNESTUS
kuulsused,"USA-S KAEBAS ÜKS NAINE P DIDDY KOHTUSSE, NÕUDES TEMALT 1 TRILJON DOLLARIT. TA SÜÜDISTAS P DIDDYT 9/11 KORRALDAMISES"
kuulsused,"VLADIMIR PUTINI MANÖÖVRID UKRAINAS, LÄKSID MAAILMA TOP 300 RIKKAIMALE INIMESELE KOKKU MAKSMA 44 MILJARDIT DOLLARIT"
kuulsused,"KIM JONG II KULUTAS IGAL AASTAL $800,000 HENNESSY PEALE"
kuulsused,"DANIEL RADCLIFFE KANDIS 6 KUUD SAMU RIIDEID, ET AJADA NÄRVI PAPARATSOSI. KÕIKIDEL PILTIDEL OLI TA SAMASUGUNE NING NEED PILDID EI MÜÜNUD"
kuulsused,KUI ELVIS PRESLEY OLI 11. AASTANE TAHTIS TA SAADA OMALE JAHIPÜSSI AGA SAI HOOPIS OMA ESIMESE KITARRI.
kuulsused,KUNINGAS LOUIS XIX ON KÕIGE VÄHEM VÕIMUL OLNUD KUNINGAS – TEMA VÕIM KESTIS 20 MINUTIT.
kuulsused,"JAMES EARL JONES, NÄITLEJA KES ANDIS DARTH VADERILE HÄÄLE OLI NII VEENDUNUD, ET FILMI SAADAB LÄBIKUKKUMINE, ET TA KEELDUS LUBAMAST OMA NIME ESIMESE FILMI LÕPUTIITRITESSE."
kuulsused,"EMA THERESA USKUS, ET KANNATAMINE TOOB INIMESED JUMALALE LÄHEMALE JA SEEGA EI ANDNUD OMA PATSIENTIDELE VALUVAIGISTEID."
kuulsused,"JACK DANIEL, SAMANIMELISE VISKI LOOJA VIIMASED SÕNAD OLID: „ÜKS VIIMANE DRINK, PALUN“."
kuulsused,"NUTORIUS B.I.G, JAY-Z, DMX JA BUSTA RHYMES KÄISID KÕIK SAMAS KOOLIS, SAMAL AJAL."
kuulsused,JASON STATHAM OLI BRITI SUKELDUMISE OLÜMPIA MEESKONNAS JA LÕPETAS 12. KOHAL 1992. AASTAL.
kuulsused,"POKEMONIDE LOOJA SATOSHI TAJIRI ON OMA FRANTSIISI PEALT 5,1 MILJARDIT TEENINUD."
kuulsused,"KUNINGAS LOUIS XIV KARTIS RELVASID NIIVÄGA, ET KEELUSTAS SÖÖGILAUAL NUGADE KASUTAMISE."
kuulsused,USA PRESIDENT JIMMY CARTER UNUSTAS ÜKSKORD TUUMA LÕHKEPEADE STARDIKOODID OMA PINTSAKUTASKUSSE KUI SEE LÄKS KEEMILISSE PUHASTUSSE.
kuulsused,NICOLAS CAGE OLI SEE KES INNUSTAS JOHNNY DEPPI NÄITLEMISEGA TEGELEMA HAKKAMA.
kuulsused,J.K. ROWLING OLI ESIMENE KIRJANIK KES SAI RAAMATUTE KIRJUTAMISEGA MILJARDÄRIKS.
kuulsused,SEGWAY LOOJA SURI ÕNNETUSES SEGWAY’GA SÕITES.
kuulsused,WILL SMITH’I TÄISNIMI ON WILLARD SMITH.
kuulsused,"MILA KUNIS OLI 14. AASTANE KUI TA MÄNGIS ESIMESES 70. SHOW OSAS, SEST TA VALETAS PRODUTSENTIDELE, ET TA ON 18. AASTAT VANA."
kuulsused,KÕIK KUNINGANNA ANNE 17 LAST SURID ENNE TEDA.
kuulsused,MONA LISAL EI OLE KULMUSID.
kuulsused,BENJAMIN FRANKLIN KIRJUTAS ESSE PEALKIRJAGA “PEERETA UHKUSEGA” MIS PÕHINES TERVENISTI KÕHUGAASIDEL.
kuulsused,GEORGE LUCAS EI OLNUD TÄHTEDE SÕJA VIIENDA JA KUUENDA OSA PRODUTSENT.
kuulsused,"HENRY CAVILL EI OLEKS ÄÄREPEALT OSALENUD SUPERMAN’I “MAN OF STEEL” KATSETEL, SEST TA OLI LIIALT HÕIVATUD WORLD OF WARCRAFTI MÄNGIMISEGA."
kuulsused,"HITLER ANDIS KUNAGI AUMEDALI MEHELE, SEST TA PIDAS TEMA NALJA NALJAKAKS."
kuulsused,MEES KES PILDISTAS WRIGHT VENDADE ESIMEST LENDU EI OLNUD ENNE SEDA PÄEVA FOTOKAAMERAT ISEGI NÄINUD.
kuulsused,MARILYN MONROE LASI OMA NINALE TEHA ILUOPERATSIOONI ENNE KUULSAKS SAAMIST.
kuulsused,OMAR BORKAN AL GALA AETI SAUDI ARAABIAST VÄLJA KUNA TA OLI LIIALT ILUS.
kuulsused,ABRAHAM LINCOLN OLI MAADLEJA JA TA KAOTAS VAID ÜHE MATŠI KOLMESAJAST.
kuulsused,WOODY HARRELSONI ISA CHARLES HARRELSON OLI PALGAMÕRVAR KES OLI ARVATAVASTI SEOTUD KA JOHN F. KENNEDY ATENTAADIGA.
kuulsused,CHARLIE CHAPLIN VÕITIS KORD KOLMANDA KOHA CHARLIE CHAPLINI JÄLJENDAJATE VÕISTLUSEL.
kuulsused,PABLO PICASSO SAI NOORENA SOOJA ENDA MAALE PÕLETADES.
kuulsused,PRANTSUSE KUNINGAL LOUIS XIV-L OLI 40 ISIKLIKKU PARUKAMEISTRIT JA ÜLE TUHANDE PARUKA.
kuulsused,ALFRED HITCHCOCKIL PUUDUS NABA.
kuulsused,MICKEY MOUSE’I KUTSUTAKSE ITAALIAS TOPOLINOKS.
kuulsused,IGAS “SEINFIELDI” EPISOODIS ON KUSAGIL SUPERMAN.
kuulsused,LEONARDO DA VINCI VEETIS 12 AASTAT MAALIDES MONA LISA HUULI.
kuulsused,"BRUCE LEE OLI NII KIIRE, ET MÕNIKORD TULI FILMI NÄITAMISEL AEGLUSTADA."
kuulsused,"MIKI-HIIRE KÕRVAD ON ALATI SUUNATUD KÜLJELE, HOOLIMATA SELLEST MIS SUUNAS TA NÄGU ON."
kuulsused,MARK TWAIN EI LÕPETANUD ALGKOOLI.
kuulsused,MICHAEL JORDAN SAAB NIKE KÄEST IGA AASTA ROHKEM RAHA KUI KÕIK NIKE MALAISIA TEHASETÖÖLISED KOKKU.
kuulsused,JIM MORRISON OLI ESIMENE ROKKAR KES ON ARRETEERITUD ESINEMISLAVAL.
kuulsused,HITLER TEGI ESIMESE SUITSETAMISE VASTASE KAMPAANIA NATSI SAKSAMAAL.
kuulsused,HITLERI ESIMENE ARMASTUS OLI JUUDITAR.
kuulsused,NÄITLEJATAR KES MÄNGIB TALISAT “TROONIDE MÄNGUS” ON CHARLIE CHAPLINI LAPSELAPS.
kuulsused,"JOHNNY DEPP, LEONARDO DICAPRIO JA HARRISON FORD EI OLE KUNAGI OSCAREID VÕITNUD."
kuulsused,"WINSTON CHURCHILL KIRJELDAS TAKTITUNNET JÄRGNEVALT: “OSKUS KEDAGI PÕRGUSSE SAATA SELLISELT, ET NAD JÄÄVAD SEDA REISI PIKKISILMI OOTAMA”."
kuulsused,ALBERT EINSTEIN EI KANDNUD KUNAGI SOKKE.
kuulsused,2001 AASTAL ANNETAS SADDAM HUSSEIN 94 MILJONIT AMEERIKA VAESTELE.
kuulsused,MICKEY MOUSE OLI ESIMENE MITTE-INIMENE KES VÕITIS OSCARI.
kuulsused,HITLER JA STALIN ON MÕLEMAD OLNUD NOBELI RAHUPREEMIA NOMINENDID.
kuulsused,JOHN F. KENNEDY ANNETAS KOGU OMA PRESIDENDIPALGA HEATEGEVUSELE.
kuulsused,HITLERI LEMMIKFILMID OLID “KING KONG” JA “LUMIVALGUKE JA SEITSE PÖIALPOISSI”.
kuulsused,"KAHEKSAKÜMNENDATEL KULUTAS PABLO ESCOBARI KARTELL 2500 DOLLARIT KUUS KUMMIPAELTELE, ET HOIDA KOOS KOGU NENDE VALDUSES OLEVAT SULARAHA."
kuulsused,FILMI POHMAKAS STAAR KEN JEONG LÕPETAS GÜMNAASIUMI 16 AASTASELT JA SAI OMA MEDITSIINIKRAADI 24 AASTASELT.
kuulsused,RYAN GOSLINGULE PAKUTI KOHTA BACKSTREET BOYS BÄNDIS AGA TEMA OTSUSTAS HAKATA NÄITLEJAKS.
faktid-loomade-kohta,"JAAGUARIDELE MEELDIB NÄRIDA HALLUTSINOGEENSETE TAIMEDE JUURI, SEE SUURENDAB KA NENDE JAHIINSTINKTI"
faktid-loomade-kohta,"KAARNAD ON SUUTELISED JÄLJENDAMA INIMHÄÄLT NING OMANDAMA SÕNAVARA PAREMINI KUI PAPAGOID. KA OSKAVAD NAD IMITEERIDA HUNDI JA REBASE HÄÄLT, KUI SOOVIVAD NENDE ABI LOOMAKORJUSE LÕHKIREBIMISEL."
faktid-loomade-kohta,"MERIKOGERLANE ON KALALIIK, MIS INIMORGANISMI SATTUDES PÕHJUSTAB HALLUTSINATSIOONE, MIS VÕIVAD KESTA KUNI 38 TUNDI. ROOMA IMPEERIUMIS KASUTATI SEDA ÜLDLEVINUD PEOROANA."
faktid-loomade-kohta,"GEENIMUTATSIOONI TÕTTU ON 99,9% MUSTA-KOLLASE-VALGEVÖÖDILISTEST KASSIDEST EMASED JA ÜKSIKUD ISASED ON TAVALISELT STERIILSED"
faktid-loomade-kohta,"KASSI KÄPAPADJANDITEL PAIKNEVAD LÕHNANÄÄRMED, SEEGA KUI KASS KÄPPADEGA KEDAGI VÕI MIDAGI MUDIB, MÄRGISTAB TA NIIVIISI OMA TERRITOORIUMI."
faktid-loomade-kohta,"PUNANE VÄRV EI MUUDA PULLE AGRESSIIVSEKS. PULLIDEL ON DIKROMAATILINE NÄGEMINE, MIS TÄHENDAB, ET NENDE SILMADES ON AINULT KAKS VÄRVIRETSEPTORIT. PULLID SUUDAVAD ERISTADA ÜKSNES SINIST, ROHELIST JA KOLLAST. KÜLL AGA ÄRRITAVAD PULLE JÄRSUD LIIGUTUSED, SEETÕTTU MUUTUVADKI NAD KEEBIGA VEHKIVATE MATADOORIDE SUHTES AGRESSIIVSEKS."
faktid-loomade-kohta,"1960NDATEL KASUTAS CIA VENEMAA SAATKONDADE JA KREMLI SALALUUREKS KASSE, KELLE KEHASSE PAIGUTATI AKUSID, MIKROFONE JA ANTENNE. OPERATSIOONI KOODNIMEKS OLI ACOUSTIC KITTY."
faktid-loomade-kohta,"CALVIN KLEINI PARFÜÜMI “OBSESSION FOR MEN” KASUTATAKSE SUURTE KASLASTE – JAAGUARITE, LEOPARDIDE, TIIGRITE, LÕVIDE JT – LIGIMEELITAMISEKS. METSIKU ELUSLOODUSE KAITSE SELTS KINNITAB, ET PARFÜÜM PANEB KASLASED HULLUMA. BROOKFIELDI LOOMAAED KASUTAB ANTUD AROOMI KOGUNI SELLEKS, ET KASLASI KÜLASTUSAEGADEL PUURI KÕIGE NÄHTAVAMAS OSAS HOIDA."
faktid-loomade-kohta,KAELKIRJAKUD EI OLE VÕIMELISED HAIGUTAMA
faktid-loomade-kohta,DELFIINID VÄGISTAVAD KESKMISELT 14 INIMEST AASTAS AINUÜKSI AMEERIKAS
faktid-loomade-kohta,LÕVID MAGAVAD 18-20 TUNDI ÖÖPÄEVAS
faktid-loomade-kohta,HOBUSED EI OLE VÕIMELISED LÄBI SUU HINGAMA
faktid-loomade-kohta,RAISAKOTKAD ON VÕIMELISED KUNI KUUS TUNDI TIIBU LEHVITAMATA LENDAMA
faktid-loomade-kohta,KÕIGE KÕRGEMA VERERÕHUKA IMETAJAD ON KAELKIRJAKUD
faktid-loomade-kohta,LIGI 30% DALMAATISA KOERTEST ON PEAAEGU VÕI TÄIELIKULT KURDID
faktid-loomade-kohta,ELEVANID LEINAVAD OMA LAHKUNUID
faktid-loomade-kohta,"2010. AASTAL TEATASID BRITI TEADLASED, ET KANA OLI ENNE MUNA"
faktid-loomade-kohta,EMANE TARANTEL VÕIB KUNI KAKS AASTAT ILMA TOIDUTA ELADA
faktid-loomade-kohta,KASSID EI OLE VÕIMELISED TUNDMA MAGUSAT MAITSET
faktid-loomade-kohta,"FLAMINGOD KUSEVAD OMA JALGADELE, ET END JAHUTADA"
faktid-loomade-kohta,KAELKIRJAK PEAB ILMA VEETA KAUEM VASTU KUI KAAMEL
faktid-loomade-kohta,KOPRAD SUUDAVAD KUNI 45 MINUTIT HINGE KINNI HOIDA
faktid-loomade-kohta,KONNAD EI SAA AVATUD SILMADEGA NEELATA
faktid-loomade-kohta,SÜNDIDES ON DALMAATSIA KOERAD ALATI ÜLENI VALGED
faktid-loomade-kohta,TEADAOLEVALT KÕIGE KIIREMINI JOOKSNUD HOBUNE JOOKSIS 43 MIILI TUNNIS
faktid-loomade-kohta,LOOMADEL KES MUNEVAD PUUDUVAD NABAD
faktid-loomade-kohta,EGIPTLASED TREENISID PAAVIANE TEENINDAJATEKS
faktid-loomade-kohta,KOBRASTEL ON ORANŽID HAMBAD
faktid-loomade-kohta,BULLID ON VÄRVIPIMEDAD JA SEEGA ÄRRITUVAD IGA VÄRVI RIIDE PEALE KUI SELLEGA NENDE SILME EES VEHKIDA
faktid-loomade-kohta,GORILLA TEADUSLIK NIMETUS ON „GORILLA GORILLA GORILLA“
faktid-loomade-kohta,KESKMISEL KASSIL ON 24 VURRU
faktid-loomade-kohta,SIPELGAD EI SAA KÕRGELT KUKKUMISE TAGAJÄRJEL SURRA
faktid-loomade-kohta,KESKMISELT ÜKS TUHANDEST MERE KILPKONNAST JÄÄB PEALE KOORUMIST ELLU
faktid-loomade-kohta,KANA ON ÜKS VÄHESEID LOOMI MIDA SÜÜAKSE ENNE TEMA SÜNDI JA PEALE TEMA SURMA
faktid-loomade-kohta,ISANE KAELKIRJAK LEIAB JOOKSUAJAL EMASE KAELKIRJAKU TEMA URIINI LAKKUDES
faktid-loomade-kohta,"VIETNAMI VETEST ON AVASTATUD KALA, MILLEL KASVAB PEENIS PEAS"
faktid-loomade-kohta,PALDERJAN MÕJUB KASSIDELE SARNASELT NAGU KANEP JA LSD INIMESTELE
faktid-loomade-kohta,"KUI NAHKHIIR MAGADES SUREB, JÄÄB TA IKKAGI PEA ALASPIDI RIPPUMA"
faktid-loomade-kohta,ÜHE KILO MEE SAAMISEKS PEAB MESILANE KÜLASTAMA 2 MILJONIT ÕIT
faktid-loomade-kohta,"KUI KASS PILGUTAB SULLE AEGLASELT, ON SEE MÄRK KIINDUMUSEST. SEDA KUTSUTAKSE NIMEGA “KITTY KISS” (KIISU MUSI)."
faktid-loomade-kohta,KASSID KUULEVAD ULTRAHELISID
faktid-loomade-kohta,"PIT BULL TERJEREID TUNTI KUNAGI KUI “NANNY DOGS” (LAPSEHOIDJAKOER), SELLE PÄRAST KUI KAITSVAD JA LAHKED NAD LASTE VASTU OLID"
faktid-loomade-kohta,"ON OLEMAS KÄRBSELIIK MIS ON BEYONCE JÄRGI NIMETATUD, SEST SEL KÄRBSEL ON SUUR KULDNE TAGUMIK"
faktid-loomade-kohta,PINGVIINIDEL ON SILMADE KOHAL NÄÄRE MIS MUUDAB MEREVEE VÄRSKEKS VEEKS
faktid-loomade-kohta,ÜKS ŠOTIMAA AMETLIKEST RAHVUSLOOMADEST ON ÜKSSARVIK
faktid-loomade-kohta,"ROTID JA HIIRED NAERAVAD, KUI NEID KÕDITADA"
faktid-loomade-kohta,KUI JÄÄKARUD SAAVAD VIHASEKS SIIS NAD NURRUVAD NAGU KASSID
faktid-loomade-kohta,ÜHES VENEMAA LOOMAAIAS PIDI ÜKS ŠIMPANS MINEMA VÕÕRUTUSRAVILE KUNA TA SATTUS ALKOHOLIST SÕLTUVUSSE
faktid-loomade-kohta,"ROTID PALJUNEVAD NII KIIRESTI, ET 18 KUUGA OLEKS KAHEL ROTIL VÕIMALIK SAADA ÜLE MILJONI JÄRGLASE"
faktid-loomade-kohta,LOOMAARSTID ON HAKANUD ÜHA EDUKAMALT KASUTAMA MEDITSIINILIST MARIHUAANAT KOERTE JA KASSIDE RAVIMISES KUI KA NENDE VANANEMISE AEGLUSTAMISES
faktid-loomade-kohta,"PINGVIINID TEGELEVAD “PROSTITUTSIOONIGA”. ON TÄHELE PANDUD, ET EMASED PINGVIINID SEKSIVAD ISASTEGA TOIDU EEST"
faktid-loomade-kohta,LAISKLOOMAD SEKSIVAD UMBES 42 TUNDI
faktid-loomade-kohta,"KUI LINNUD HIGISTAKSID, EI OLEKS NAD VÕIMELISED LENDAMA"
faktid-loomade-kohta,PALDERJAN MÕJUB KASSIDELE SARNASELT NAGU KANEP JA LSD INIMESTELE.
faktid-loomade-kohta,"VIETNAMI VETEST ON AVASTATUD KALA, MILLEL KASVAB PEENIS PEAS."
faktid-loomade-kohta,ISANE KAELKIRJAK LEIAB JOOKSUAJAL EMASE KAELKIRJAKU TEMA URIINI LAKKUDES.
faktid-loomade-kohta,KANA ON ÜKS VÄHESEID LOOMI MIDA SÜÜAKSE ENNE TEMA SÜNDI JA PEALE TEMA SURMA.
faktid-loomade-kohta,KESKMISELT ÜKS TUHANDEST MERE KILPKONNAST JÄÄB PEALE KOORUMIST ELLU.
faktid-loomade-kohta,SIPELGAD EI SAA KÕRGELT KUKKUMISE TAGAJÄRJEL SURRA.
faktid-loomade-kohta,KESKMISEL KASSIL ON 24 VURRU.
faktid-loomade-kohta,GORILLA TEADUSLIK NIMETUS ON „GORILLA GORILLA GORILLA“.
faktid-loomade-kohta,BULLID ON VÄRVIPIMEDAD JA SEEGA ÄRRITUVAD IGA VÄRVI RIIDE PEALE KUI SELLEGA NENDE SILME EES VEHKIDA.
faktid-loomade-kohta,KOBRASTEL ON ORANŽID HAMBAD.
faktid-loomade-kohta,EGIPTLASED TREENISID PAAVIANE TEENINDAJATEKS.
faktid-loomade-kohta,LOOMADEL KES MUNEVAD PUUDUVAD NABAD.
faktid-loomade-kohta,TEADAOLEVALT KÕIGE KIIREMINI JOOKSNUD HOBUNE JOOKSIS 43 MIILI TUNNIS.
faktid-loomade-kohta,KONNAD EI SAA AVATUD SILMADEGA NEELATA.
faktid-loomade-kohta,SÜNDIDES ON DALMAATSIA KOERAD ALATI ÜLENI VALGED.
faktid-loomade-kohta,KOPRAD SUUDAVAD KUNI 45 MINUTIT HINGE KINNI HOIDA.
faktid-loomade-kohta,KAELKIRJAK PEAB ILMA VEETA KAUEM VASTU KUI KAAMEL.
faktid-loomade-kohta,"FLAMINGOD KUSEVAD OMA JALGADELE, ET END JAHUTADA."
faktid-loomade-kohta,LUIKEDEL ON AINULT ÜKS PARTNER KOGU ELU JOOKSUL. KUI ÜKS PAARILINE PEAKS SUREMA VÕIB TEINE SURRA MURTUD SÜDAME KÄTTE.
faktid-loomade-kohta,VALGE TIIGER NIMEGA KENNY ON TEADAOLEVALT ESIMENE DOWNI SÜNDROOMIGA TIIGER.
faktid-loomade-kohta,"SURNUD SIPELGAD ERITAVAD LÕHNA MIS ANNAB TEISTELE SIPELGATELE NENDE SURMAST MÄRKU. SELLE MÄRGUANDE PEALE VIIVAD TEISED SIPELGAD SURNU ETTENÄHTUD SURNUAEDA, ET VÄLTIDA BAKTERITE LEVIKUT KOLOONIAS."
faktid-loomade-kohta,GEPARDID EI OLE VÕIMELISED MÖIRGAMA. NAD SUUDAVAD KAS KRÄUNUDA VÕI NURRUDA.
